AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
28,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/6/10/sonoma/lake/napa/unit/lightning/fires/,"Current Situation: 28 remote wildland fires, ranging from a single tree to 4 acres are now 100% contained.

<p>The wildland fires were reported early in the morning of June 10 through last report of June 12, in the late afternoon.  

<p>Wildfire location by county:<br>
Sonoma County / 20 fires <br>
Areas:  Healdsburg / Chalk Hill Road, East of Santa Rosa / Mountain Home Ranch Road, Geyserville/Knights Valley, Sea Ranch, Cazadero / Mohrhardt Ridge Road, Bohemian Grove – Stoetz Lane, Occidental and Mount Jackson. 
<p>
Solano County – 4 fires <br>
Areas: North of Vacaville / Cantelow Road, Northeast of Vacaville / Pleasant Valley Road, Northwest of Vacaville / Quail Canyon Road and Pleasant Valley. 
<p>Lake County – 3 fires <br>
Areas: North of Upper Lake / Elk Mountain Road, Northeast of Upper Lake / Clover Valley Road. 

<p>Colusa County – 1 fire <br>
Area: West of Williams / Leesville/Ladoga Road.

",,Sonoma,"49,48,17,6",,,,14/06/2013,,FALSE,TRUE,,,,38.4229,"throughout Sonoma, Solano, Lake & Colusa Counties",/122.0437,TRUE,Sonoma/Lake/Napa Unit Lightning Fires,100,,TRUE,The Sonoma/Lake/Napa Unit Lightning Fires happened in June 2013 across multiple counties totaling 28 fires. ,"Sonoma/Lake/Napa Unit Lightning Fires, June 2013, Sonoma County, Solano County, Lake County, Colusa County

",10/06/2013,Finalized,,,,,5ce45b6c/81b5/422c/9078/8c68dd872c8a,2013/06/14T15:45:00Z,
28,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/6/10/sonoma/lake/napa/unit/lightning/fires/,"Current Situation: 28 remote wildland fires, ranging from a single tree to 4 acres are now 100% contained.

<p>The wildland fires were reported early in the morning of June 10 through last report of June 12, in the late afternoon.  

<p>Wildfire location by county:<br>
Sonoma County / 20 fires <br>
Areas:  Healdsburg / Chalk Hill Road, East of Santa Rosa / Mountain Home Ranch Road, Geyserville/Knights Valley, Sea Ranch, Cazadero / Mohrhardt Ridge Road, Bohemian Grove – Stoetz Lane, Occidental and Mount Jackson. 
<p>
Solano County – 4 fires <br>
Areas: North of Vacaville / Cantelow Road, Northeast of Vacaville / Pleasant Valley Road, Northwest of Vacaville / Quail Canyon Road and Pleasant Valley. 
<p>Lake County – 3 fires <br>
Areas: North of Upper Lake / Elk Mountain Road, Northeast of Upper Lake / Clover Valley Road. 

<p>Colusa County – 1 fire <br>
Area: West of Williams / Leesville/Ladoga Road.

",,Solano,"49,48,17,6",,,,14/06/2013,,FALSE,TRUE,,,,38.4229,"throughout Sonoma, Solano, Lake & Colusa Counties",/122.0437,TRUE,Sonoma/Lake/Napa Unit Lightning Fires,100,,TRUE,The Sonoma/Lake/Napa Unit Lightning Fires happened in June 2013 across multiple counties totaling 28 fires. ,"Sonoma/Lake/Napa Unit Lightning Fires, June 2013, Sonoma County, Solano County, Lake County, Colusa County

",10/06/2013,Finalized,,,,,5ce45b6c/81b5/422c/9078/8c68dd872c8a,2013/06/14T15:45:00Z,
28,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/6/10/sonoma/lake/napa/unit/lightning/fires/,"Current Situation: 28 remote wildland fires, ranging from a single tree to 4 acres are now 100% contained.

<p>The wildland fires were reported early in the morning of June 10 through last report of June 12, in the late afternoon.  

<p>Wildfire location by county:<br>
Sonoma County / 20 fires <br>
Areas:  Healdsburg / Chalk Hill Road, East of Santa Rosa / Mountain Home Ranch Road, Geyserville/Knights Valley, Sea Ranch, Cazadero / Mohrhardt Ridge Road, Bohemian Grove – Stoetz Lane, Occidental and Mount Jackson. 
<p>
Solano County – 4 fires <br>
Areas: North of Vacaville / Cantelow Road, Northeast of Vacaville / Pleasant Valley Road, Northwest of Vacaville / Quail Canyon Road and Pleasant Valley. 
<p>Lake County – 3 fires <br>
Areas: North of Upper Lake / Elk Mountain Road, Northeast of Upper Lake / Clover Valley Road. 

<p>Colusa County – 1 fire <br>
Area: West of Williams / Leesville/Ladoga Road.

",,Lake,"49,48,17,6",,,,14/06/2013,,FALSE,TRUE,,,,38.4229,"throughout Sonoma, Solano, Lake & Colusa Counties",/122.0437,TRUE,Sonoma/Lake/Napa Unit Lightning Fires,100,,TRUE,The Sonoma/Lake/Napa Unit Lightning Fires happened in June 2013 across multiple counties totaling 28 fires. ,"Sonoma/Lake/Napa Unit Lightning Fires, June 2013, Sonoma County, Solano County, Lake County, Colusa County

",10/06/2013,Finalized,,,,,5ce45b6c/81b5/422c/9078/8c68dd872c8a,2013/06/14T15:45:00Z,
28,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/6/10/sonoma/lake/napa/unit/lightning/fires/,"Current Situation: 28 remote wildland fires, ranging from a single tree to 4 acres are now 100% contained.

<p>The wildland fires were reported early in the morning of June 10 through last report of June 12, in the late afternoon.  

<p>Wildfire location by county:<br>
Sonoma County / 20 fires <br>
Areas:  Healdsburg / Chalk Hill Road, East of Santa Rosa / Mountain Home Ranch Road, Geyserville/Knights Valley, Sea Ranch, Cazadero / Mohrhardt Ridge Road, Bohemian Grove – Stoetz Lane, Occidental and Mount Jackson. 
<p>
Solano County – 4 fires <br>
Areas: North of Vacaville / Cantelow Road, Northeast of Vacaville / Pleasant Valley Road, Northwest of Vacaville / Quail Canyon Road and Pleasant Valley. 
<p>Lake County – 3 fires <br>
Areas: North of Upper Lake / Elk Mountain Road, Northeast of Upper Lake / Clover Valley Road. 

<p>Colusa County – 1 fire <br>
Area: West of Williams / Leesville/Ladoga Road.

",,Colusa,"49,48,17,6",,,,14/06/2013,,FALSE,TRUE,,,,38.4229,"throughout Sonoma, Solano, Lake & Colusa Counties",/122.0437,TRUE,Sonoma/Lake/Napa Unit Lightning Fires,100,,TRUE,The Sonoma/Lake/Napa Unit Lightning Fires happened in June 2013 across multiple counties totaling 28 fires. ,"Sonoma/Lake/Napa Unit Lightning Fires, June 2013, Sonoma County, Solano County, Lake County, Colusa County

",10/06/2013,Finalized,,,,,5ce45b6c/81b5/422c/9078/8c68dd872c8a,2013/06/14T15:45:00Z,
27,FALSE,CAL FIRE Shasta/Trinity Unit,,2013,TRUE,/incidents/2013/8/14/cloverdale/fire/,,,Shasta,45,,,,14/08/2013,,FALSE,TRUE,,,,40.473356,"Cloverdale Rd. and Dale Rd., Happy Valley, 9 miles SW of Redding",/122.48259,FALSE,Cloverdale Fire,100,,TRUE,"The Cloverdale Fire burned in August 2013, Cloverdale Roadd. and Dale Road, Happy Valley, 9 miles southwest of Redding in Shasta County. ","Cloverdale Fire, August 2013, Cloverdale Road, Dale Road, Happy Valley, Redding, Shasta County",14/08/2013,Finalized,,,,,0537a175/8fe9/4f5f/b56f/77848fa195f4,2013/08/14T20:35:00Z,
25,FALSE,CAL FIRE San Diego Unit,,2013,TRUE,/incidents/2013/7/28/flume/fire/,,,San Diego,37,,,,28/07/2013,,FALSE,TRUE,,,,32.612773,Barrett Lake Road and Highway 94,/116.707335,FALSE,Flume Fire,100,,TRUE,The Flume Fire burned in July 2013 off Barrett Lake Road and Highway 94 in San Diego County. ,"Flume Fire, July 2013, Barrett Lake Road, Highway 94, San Diego County",28/07/2013,Finalized,,,,,c6cfeed9/55bb/4fdb/8a52/e4d947dba721,2013/07/28T17:50:00Z,
25,FALSE,CAL FIRE Sanoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/6/20/mount/fire/,,,Lake,17,,,,20/06/2013,,FALSE,TRUE,,,,38.98058,"Off Konocti Rd & Oak Hills Ln, east of Kelseyville",/122.81796,FALSE,Mount Fire,100,,TRUE,"The Mount Fire burned in June 2013 off Konocti Road and Oak Hills Lane, east of Kelseyville, in Lake County","Mount Fire, Konocti Road, Oak Hills Lane, Kelseyville, June 2013, Lake County",20/06/2013,Finalized,,,,,d489b45e/dcba/4eaa/8bb5/6a23255562da,2013/06/20T13:15:00Z,
25,FALSE,CAL FIRE Riverside Unit,,2013,TRUE,/incidents/2013/5/20/cherry/fire/,,,Riverside,33,,,,20/05/2013,,FALSE,TRUE,,,,33.96201,Off Sunset Ave & Mesa St in Banning,/116.907213,FALSE,Cherry Fire,100,,TRUE,"The Cherry Fire burned in May 2012 off Sunset Ave and Mesa Street in Banning, in Riverside County. ","Cherry Fire, May 2013, Sunset Ave, Banning, Riverside County",20/05/2013,Finalized,,,,,a60e315c/23d5/4ba4/869c/5c1e22a25e7a,2013/05/20T18:50:00Z,
23,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/11/23/dam/fire/,,,Lake,17,,,,24/11/2013,,FALSE,TRUE,,,,38.9289,"Off Dam Rd, southeast of Clear Lake",/122.5818,FALSE,Dam Fire,100,,TRUE,"The Dam Fire was a 23 acre fire off Dam Road, southeast of Clear Lake.","Dam Road, Clear Lake, Sonoma Lake Napa, LNU. Dam Fire",23/11/2013,Finalized,,,,,720f1d0a/81b7/4a00/85db/be3d9587ea3e,2013/11/24T18:45:00Z,
15,FALSE,CAL FIRE Mendocino Unit,,2013,TRUE,/incidents/2013/12/30/refuse/fire/,,,Mendocino,23,,,,30/12/2013,,FALSE,TRUE,,,,0,off Refuse Road near Covelo,0,FALSE,Refuse Fire,100,,TRUE,The Refuse Fire off Refuse Road near Covelo was 15 acres.,"Refuse, Refuse Fire, Mendocino, Covelo, MEU",30/12/2013,Finalized,,,,,23d84ebe/9c31/4e3c/b0ad/b23aa510abeb,2013/12/30T20:30:00Z,
15,FALSE,CAL FIRE / Riverside County Fire,,2013,TRUE,/incidents/2013/7/19/gilman/fire/,,,Riverside,33,,,,19/07/2013,,FALSE,TRUE,,,,33.94528,"Hwy 60 east of Gilman Springs Rd, east of Moreno Valley",/117.09306,FALSE,Gilman Fire,100,,TRUE,"The Gilman Fire burned in July 2013 off Highway 60 eat of Gilman Springs Road, east of Moreno Valley in Riverside County. ","Gilman Fire, July 2013, Highway 60, Gilman Springs Road, Moreno Valley, Riverside County",19/07/2013,Finalized,,,,,2b300dd5/4474/4b8a/9b4c/3a3014afe27d,2013/07/19T19:30:00Z,
15,FALSE,CAL FIRE Madera/Mariposa/Merced Unit,,2013,TRUE,/incidents/2013/5/12/ranger/fire/,,,Madera,20,,,,13/05/2013,,FALSE,TRUE,,,,0,Off Range Circle Dr in Yosemite Lake,0,FALSE,Ranger Fire,100,,TRUE,The Ranger Fire burned in May 2013 off Range Circle Drive in Yosemite Lake in Madera County. ,"Ranger Fire, May 2013, Yosemite Lake, Madera County, Range Circle Dr",12/05/2013,Finalized,,,,,3ddf82b4/0631/4148/807e/181277adeca5,2013/05/13T09:00:00Z,
97717,FALSE,CAL FIRE / USFS / El Dorado National Forest,,2014,TRUE,/incidents/2014/9/13/king/fire/,,,El Dorado,9,,,,09/10/2014,,FALSE,TRUE,,,12,38.805437,Near Pollock Pines,/120.629714,TRUE,King Fire,100,,TRUE,"The King Fire started on September 13, 2014 and burned 97,717 acres near Pollock Pines on the El Dorado and Tahoe National Forest in El Dorado and Placer Counties.","King Fire, King of the Mountain Road, Pollock Pines, El Dorado County, El Dorado National Forest, Tahoe National Forest ",13/09/2014,Finalized,,80,,,3df6ecf7/f095/483d/b1c4/2dc969d61261,2014/10/09T17:20:00Z,
50042,FALSE,CAL FIRE Siskiyou Unit / USFS/Klamath National Forest,,2014,FALSE,/incidents/2014/8/2/july/complex/,,,Siskiyou,47,,,,06/08/2014,,FALSE,TRUE,,,,0,Whites Fire approximately 4 miles East of Sawyer Bar<p> Log Fire approximately 6 miles West of Greenview<p>Leef Fire approximately 7 miles Southwest of Callahan. ,0,FALSE,July Complex,100,,TRUE,"The July Complex started on August 2, 2014 and burned 50,042 acres on the Klamath National Forest in Siskiyou County.","July Complex, CAL FIRE Siskiyou Unit, Sawyer Bar, Greenview, Callahan, Klamath National Forest
",02/08/2014,Finalized,,,,,550c60e9/6b15/4e64/bf4b/9bd5d1cb359d,2014/08/06T10:00:00Z,
39736,FALSE,CAL FIRE Lassen/Modoc Unit / USFS / Lassen National Forest,,2014,TRUE,/incidents/2014/7/30/bald/fire/,,,Shasta,45,,,,15/08/2014,,FALSE,TRUE,,,,40.901,8 miles southeast of Fall River Mills,/121.368,FALSE,Bald Fire,100,,TRUE,"The Bald Fire started on July 30 and burned 39,736 acres 8 miles southeast of Fall River Mills on the Lassen National Forest in Shasta County. ","Bald Fire, Lassen National Forest, US Forest Service, Shasta County, Fall River Mills, July 2014",30/07/2014,Finalized,,,,,045a1a18/72e4/4579/b64c/f34b33a1031b,2014/08/15T14:00:00Z,
35302,FALSE,CAL FIRE Siskiyou Unit / Oregon Dept. of Forestry / Oregon Office of The State Fire Marshal,,2014,TRUE,/incidents/2014/7/30/oregon/gulch/fire/part/of/the/beaver/complex/,,,Siskiyou,47,,,,18/08/2014,,FALSE,TRUE,,,,42.048,"Community of Copco, South of Oregon Border",/122.345,FALSE,Oregon Gulch Fire (part of the Beaver Complex),100,,TRUE,"The Oregon Gulch Fire, part of the Beaver Complex, started on July 30, 2014 and burned 35,302 acres (9,464 acres in California) near the community of Copco, South of the Oregon Border in Siskiyou County.","Oregon Gulch Fire, Beaver Complex, Siskiyou County, Copco, Oregon border, July 2014, Jackson, Klamath, CAL FIRE Siskiyou Unit, Oregon Dept. of Forestry, Oregon Office of The State Fire Marshal",30/07/2014,Finalized,,,,,3b2609f0/b3a2/493c/bf66/c5b5f64409f8,2014/08/18T09:45:00Z,
32496,FALSE,US Forest Service / Klamath National Forest,,2014,FALSE,/incidents/2014/7/30/beaver/fire/,,,Siskiyou,47,,,,02/09/2014,,FALSE,TRUE,,,,0,"north of Highway 96, off of Beaver Creek Road",0,FALSE,Beaver Fire,100,,TRUE,"The Beaver Fire started July 30, 2013 and burned 32,496 acres north of Highway 96, off of Beaver Creek Road on the Klamath National Forest in Siskiyou County.","Beaver Fire, US Forest Service, Klamath National Forest, Siskiyou County, Highway 96, Beaver Creek Road
",30/07/2014,Finalized,,,,,30702a48/f9b0/44c3/8ddb/acc837bc6a34,2014/09/02T13:00:00Z,
32416,FALSE,CAL FIRE / USFS / Lassen National Forest,,2014,TRUE,/incidents/2014/7/31/eiler/fire/,"Fire engines and crews continue to mop up and patrol the fire perimeter. Watch for slow moving firefighting equipment on the roadway in and around the fire area. Fire 
Suppression Repair Teams are actively engaged working around the fire perimeter and affected areas. Demobilization of 
resources continues, allowing them to be available for other incidents. <p>“Wildfire is coming, are you ready?” Take action immediately when wildfire strikes, visit www.readyforwildfire.org and GO, when asked to evacuate. 
",See evacuations above,Shasta,45,1,,8,25/08/2014,,FALSE,TRUE,,,11,40.72,12 miles southeast of Burney near Old Station,/121.562,TRUE,Eiler Fire,100,78,TRUE,"The Eiler fire started on Jul 31, 2014 and burned 32,416 acres near Old Station, 12 miles southeast of Burney in Shasta County. ","Eiler Fire, Community of Hat Creek, southeast of Burney, Shasta County, Jul 31, 2014, 2014 fire
",31/07/2014,Finalized,,21,,,60ea04ec/5f5e/4a49/8fbc/fa50c17a1199,2014/08/25T10:00:00Z,4
14416,FALSE,Marine Corps Base Camp Pendleton,,2014,FALSE,/incidents/2014/5/15/pulgas/fire/,,,San Diego,37,,,,21/05/2014,,FALSE,TRUE,,,,0,"Off Interstate 5 at Las Pulgas Rd, north of Oceanside",0,FALSE,Pulgas Fire,100,,TRUE,"The Pulgas Fire started on May 15, 2014 and burned 14,416 acres off Interstate 5 at Las Pulgas Road in San Diego County.","Pulgas Fire, San Diego County, Camp Pendleton, Oceanside, Interstate 5,",15/05/2014,Finalized,,,,,2a3d56c7/2ba7/4f83/8e69/7ae9bab18b71,2014/05/21T17:00:00Z,
13838,FALSE,US Forest Service / Sierra National Forest,,2014,FALSE,/incidents/2014/7/28/french/fire/,,,Madera,20,,,,28/07/2014,,FALSE,TRUE,,,,0,"Rock Creek Drainage, south of Mammoth Pool Reservoir",0,FALSE,French Fire,100,,TRUE,"The French Fire started on July 28, 2014 and burned 13,838 acres in the Rock Creek Drainage, south of Mammoth Pool Reservoir on the Sierra National Forest in Madera County.","French Fire, Sierra National Forest, US Forest Service, Madera County, Rock Creek Drainage, Mammoth Pool Reservoir
",28/07/2014,Finalized,,,,,61c14593/8614/4365/afa7/264fcaa6ea2a,2014/07/28T14:30:00Z,
13153,FALSE,CAL FIRE Lassen/Modoc Unit,,2014,TRUE,/incidents/2014/7/30/day/fire/,"Command of the Day Fire has transitioned to the Lassen/Modoc/Plumas Unit of CAL FIRE. Firefighters made great progress in constructing firelines and mopping up hot 
spots. Warmer temperatures are forecasted and firefighters working to fully contain the fire remain vigilant.
<p>Continue to watch for slow/moving firefighting equipment on the roadway in and around the fire area. 
<p>For information on other fires contact: Bald Fire: (530) 336/6553, Eiler Fire: (530) 225/2510 
<br>General information on surrounding fires: (530) 252/6450 ",,Modoc,25,7,2,20,13/08/2014,,FALSE,TRUE,,2,7,41.1336,North of the community of Day,/121.2144,TRUE,Day Fire,100,297,TRUE,"The Day Fire started on July 30, 2014 and burned 13,153 acres north of the community of Day in Modoc County. ","Day Fire, Modoc County, Day, July 2014, CAL FIRE Lassen/Modoc Unit",30/07/2014,Finalized,,6,,,e3b7143d/6faa/4962/9fe5/c2d1559c5d20,2014/08/13T07:00:00Z,4
12661,FALSE,CAL FIRE Shasta/Trinity Unit,,2014,TRUE,/incidents/2014/7/11/bully/fire/,,,Shasta,45,,,,26/07/2014,,FALSE,TRUE,,,21,40.4314,"Plantina Road at Bland Road, Igo",/122.750788,TRUE,Bully Fire,100,,TRUE,"The Bully Fire started on July 11, 2014 and burned 12,661 acres off Plantina Road at Bland Road in Igo in Shasta County.","Bully Fire, Igo, Shasta County, Plantina Road, Bland Road, CAL FIRE Shasta/Trinity Unit

",11/07/2014,Finalized,,20,,0,3a1fab73/882a/478c/b289/504497db4d64,2014/07/26T20:00:00Z,
12536,FALSE,CAL FIRE Mendocino Unit,,2014,TRUE,/incidents/2014/7/30/lodge/lightning/complex/,"Areas outside the control lines will be closely monitored for any new spot fires and the crew will continue mopping up and looking for hot spots within containment lines, as well.<p>Interior portions of the fire will continue to burn and may produce smoke for an extended period of time in the Laytonville & South Leggett area.
",,Mendocino,23,,,,09/09/2014,,FALSE,TRUE,,,15,0,Wilderness Lodge and Eel River Canyon area,0,TRUE,Lodge Lightning Complex,100,,TRUE,"The Lodge Complex started on July 30, 2014 and burned 12,536 acres in the Wilderness Lodge and Eel River Canyon area of Mendocino County.","Lodge Fire, Lodge Complex, Lodge LCA Fire, Wilderness Lodge, Eel River Canyon, Mendocino County, July 30, 2014, Lightning fire, ",30/07/2014,Finalized,,,,,7c6a9617/1c79/4b4d/9833/e76532f59103,2014/09/09T19:30:00Z,
6488,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2014,TRUE,/incidents/2014/7/4/monticello/fire/,"Full containment expected later today.
<p>
With summer weather and extreme drought conditions, we are asking everyone to continue to use caution, “one less spark / one less wildfire”. For more information on how to prepare for wildfires, go to www.readyforwildfire.org.
Cooperating",Hwy 128 has been reopened. ,Yolo,57,,,2,12/07/2014,,FALSE,TRUE,,,5,38.512,"Hwy 128 at Monticello Dam, southeast shore of Lake Berryessa ",/122.104,TRUE,Monticello Fire,100,87,TRUE,"The Monticello Fire started on July 4, 2014 and burned 6,488 acres off Hwy 128 at Monticello Dam, southeast shore of Lake Berryessa in Yolo County.","Hwy 128, Monticello Dam, Lake Berryessa,  Yolo County
",04/07/2014,Finalized,,,,,756d8f5b/bc05/4741/a5a3/3b20ca21906d,2014/07/12T18:00:00Z,
6258,FALSE,US Forest Service / Shasta Trinity National Forest,,2014,FALSE,/incidents/2014/7/30/coffee/fire/,,,Shasta,45,,,,14/11/2014,,FALSE,TRUE,,,,41.141,East Fork of the Coffee Creek Drainage,/122.805,FALSE,Coffee Fire,100,,TRUE,"The Coffee Fire started July 30, 2014 and burned 6,258 acres near East Fork of the Coffee Creek Drainage on the Shasta/Trinity National Forest in Shasta County.","Coffee Fire, US Forest Service, Shasta Trinity National Forest, Shasta County, East Fork, Coffee Creek Drainage",30/07/2014,Finalized,,,,,9d3fb01e/c29e/436a/82f8/c110a0b35179,2014/11/14T13:00:00Z,
5503,FALSE,CAL FIRE Siskiyou Unit / USFS/Klamath National Forest,,2014,TRUE,/incidents/2014/7/31/little/deer/fire/,,,Siskiyou,47,,,,18/08/2014,,FALSE,TRUE,,,,41.682,near Little Deer Mountain along Highway 97,/122.127,FALSE,Little Deer Fire,100,,TRUE,"The Little Deer Fire started on July 31, 2014 and burned 5,503 acres north of Grass Lake near Little Deer Mountain along Highway 97 in Siskiyou County","Little Deer Fire, CAL FIRE Siskiyou Unit, Klamath National Forest, US Forest Service, Grass Lake, Little Deer Mountain, Highway 97
",31/07/2014,Finalized,,,,,59a31adf/4f31/4bf6/a6c6/fe62d2d2587f,2014/08/18T10:00:00Z,
5367,FALSE,Marine Corps Base Camp Pendleton,,2014,FALSE,/incidents/2014/5/14/tomahawk/fire/,,,San Diego,37,,,,19/05/2014,,FALSE,TRUE,,,,33.3529,"Traveled from Naval Weapons Station, Fallbrook and is now on Camp Pendleton ",/117.284889,TRUE,Tomahawk Fire,100,,TRUE,"The Tomahawk Fire started on May 13, 2014 and burned 5,367 acres off Naval Weapons Station & Camp Pendleton in San Diego County. ","Tomahawk Fire, San Diego County, Camp Pendleton, Naval Weapons Station, Fallbrook",14/05/2014,Finalized,,,,,2b35bd0d/169f/4a81/835b/13bf527031a6,2014/05/19T09:20:00Z,
4840,FALSE,"Department of Defense, US Army",,2014,FALSE,/incidents/2014/6/19/stoney/fire/,,,Monterey,27,,,,21/06/2014,,FALSE,TRUE,,,,0,"Nacimiento Fergusson Road & Stoney Valley, Fort Hunter Liggett",0,FALSE,Stoney Fire,100,,TRUE,"The Stoney Fire started on June 19, 2014 near Fort Hunter Liggett in Monterey County and burned 4,840 acres.","Stoney Fire, Department of Defense, US Army, Fort Hunter Liggett, Nacimiento Fergusson Road, Stoney Valley, Monterey County",19/06/2014,Finalized,,,,,e54fa953/24b9/4581/86f3/9931fdf3ca5e,2014/06/21T19:00:00Z,
4772,FALSE,Yosemite National Park,,2014,FALSE,/incidents/2014/8/16/meadow/fire/,,,Mariposa,22,,,,12/12/2014,,FALSE,TRUE,,,,0,East of Little Yosemite Valley,0,FALSE,Meadow Fire,100,,TRUE,"The Meadow Fire started on August 16 and burned 4,772 acres east of Little Yosemite Valley (Mariposa County) in Yosemite National Park.","Meadow Fire, Yosemite National Park, Yosemite, Mariposa County, Little Yosemite Valley",16/08/2014,Finalized,,,,,8bc9d00d/5f81/4a73/b14f/8145890c8d50,2014/12/12T13:45:00Z,
4689,FALSE,Yosemite National Park and Stanislaus National Forest,,2014,FALSE,/incidents/2014/7/26/el/portal/fire/,,,Mariposa,22,,,,10/08/2014,,FALSE,TRUE,,,,0,Near Highway 140 and community of El Portal,0,FALSE,El Portal Fire,100,,TRUE,"The El Portal Fire started on July 26, 2014 near Highway 140 amd the community of El Portal in both the Yosemite National Park and Stanisluas National Forest in Mariposa County.","El Portal Fire, Yosemite National Park, Federal Fire, Community of El Portal, July 26, 2014, Stanislaus National Forest, Mariposa County",26/07/2014,Finalized,,,,,3383fa93/aaf8/4f81/a980/5ba86b893039,2014/08/10T08:15:00Z,
